taxonname,taxonomicclass,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Spinachia spinachia,Osteichthyes,Spinachia spinachia,spinachia spinachia,Spinachia spinachia,FALSE,1,111671,FALSE,NA,1
Spondyliosoma cantharus,Osteichthyes,Spondyliosoma cantharus,spondyliosoma cantharus,Spondyliosoma cantharus,FALSE,1,271156,FALSE,NA,1
Syngnathus acus,Osteichthyes,Syngnathus acus,syngnathus acus,Syngnathus acus,FALSE,1,774440,FALSE,NA,1
Syngnathus rostellatus,Osteichthyes,Syngnathus rostellatus,syngnathus rostellatus,Syngnathus rostellatus,FALSE,1,774411,FALSE,NA,1
Trachinus vipera,Osteichthyes,Echiichthys vipera,trachinus vipera,Echiichthys vipera,FALSE,1,435192,TRUE,NA,1
Trigla lyra,Osteichthyes,Trigla lyra,trigla lyra,Trigla lyra,FALSE,1,245526,FALSE,NA,1
Zeugopterus punctatus,Osteichthyes,Zeugopterus punctatus,zeugopterus punctatus,Zeugopterus punctatus,FALSE,1,386077,FALSE,NA,1
Euxoa aquilina,Insecta,Euxoa aquilina,euxoa aquilina,Euxoa aquilina,FALSE,1,785823,FALSE,sibling_higher,1
Opigena polygona,Insecta,Opigena polygona,opigena polygona,Opigena polygona,FALSE,1,132860,FALSE,NA,1
Discestra trifolii,Insecta,Anarta trifolii,discestra trifolii,Anarta trifolii,FALSE,1,384126,TRUE,sibling_higher,1
Heliophobus reticulatus,Insecta,Heliophobus reticulata,heliophobus reticulatus,Heliophobus reticulata,TRUE,0.909090936,7149851,FALSE,NA,3
Mamestra persicariae,Insecta,Melanchra persicariae,mamestra persicariae,Melanchra persicariae,FALSE,1,683535,TRUE,NA,1
Mamestra w-latinum,Insecta,Lacanobia w-latinum,mamestra w-latinum,Lacanobia w-latinum,FALSE,1,3196451,TRUE,NA,1
Mamestra thalassina,Insecta,Lacanobia thalassina,mamestra thalassina,Lacanobia thalassina,FALSE,1,109320,TRUE,NA,1
Mamestra suasa,Insecta,Mamestra suasa,mamestra suasa,Mamestra suasa,FALSE,1,7716252,FALSE,NA,1
Mamestra oleracea,Insecta,Lacanobia oleracea,mamestra oleracea,Lacanobia oleracea,FALSE,1,310075,TRUE,NA,1
Xylomiges conspicillaris,Insecta,Egira conspicillaris,xylomiges conspicillaris,Egira conspicillaris,FALSE,1,733479,TRUE,NA,1
Mythimna albipuncta,Insecta,Mythimna albipuncta,mythimna albipuncta,Mythimna albipuncta,FALSE,1,462594,FALSE,NA,1
Mythimna l-album,Insecta,Mythimna l-album,mythimna l-album,Mythimna l-album,FALSE,1,3196077,FALSE,NA,1
Cucullia fraudatrix,Insecta,Cucullia fraudatrix,cucullia fraudatrix,Cucullia fraudatrix,FALSE,1,3198171,FALSE,sibling_higher,1
Agrochola nitidus,Insecta,Agrochola nitida,agrochola nitidus,Agrochola nitida,TRUE,0.875,916935,FALSE,sibling_higher,1
Cirrhia icteritia,Insecta,Xanthia icteritia,cirrhia icteritia,Xanthia icteritia,FALSE,1,535228,TRUE,NA,1
Cirrhia ocellaris,Insecta,Xanthia ocellaris,cirrhia ocellaris,Xanthia ocellaris,FALSE,1,535225,TRUE,NA,1
Apatele rumicis,Insecta,Acronicta rumicis,apatele rumicis,Acronicta rumicis,FALSE,1,281071,TRUE,sibling_higher,1
Apatele psi,Insecta,Acronicta psi,apatele psi,Acronicta psi,FALSE,1,391244,TRUE,sibling_higher,1
Apamea lateritia,Insecta,Apamea lateritia,apamea lateritia,Apamea lateritia,FALSE,1,210013,FALSE,sibling_higher,1
Oligia strigilis,Insecta,Oligia strigilis,oligia strigilis,Oligia strigilis,FALSE,1,676875,FALSE,NA,1
Oligia latruncula,Insecta,Oligia latruncula,oligia latruncula,Oligia latruncula,FALSE,1,676877,FALSE,NA,1
Oligia furuncula,Insecta,Mesoligia furuncula,oligia furuncula,Mesoligia furuncula,FALSE,1,182910,TRUE,sibling_higher,1
Amphipoea fucosa,Insecta,Amphipoea fucosa,amphipoea fucosa,Amphipoea fucosa,FALSE,1,683400,FALSE,NA,1
Plastenis subtusa,Insecta,Ipimorpha subtusa,plastenis subtusa,Ipimorpha subtusa,FALSE,1,109312,TRUE,NA,1
Meristis trigrammica,Insecta,Charanyca trigrammica,meristis trigrammica,Charanyca trigrammica,FALSE,1,262510,TRUE,sibling_higher,1
Calymnia trapezina,Insecta,Cosmia trapezina,calymnia trapezina,Cosmia trapezina,FALSE,1,564244,TRUE,NA,1
Pyrrhia umbra,Insecta,Pyrrhia umbra,pyrrhia umbra,Pyrrhia umbra,FALSE,1,110657,FALSE,NA,1
Zanclognatha tarsicrinalis,Insecta,Herminia tarsicrinalis,zanclognatha tarsicrinalis,Herminia tarsicrinalis,FALSE,1,499155,TRUE,NA,1
Hypena proboscidalis,Insecta,Hypena proboscidalis,hypena proboscidalis,Hypena proboscidalis,FALSE,1,582587,FALSE,NA,1
Pareulype berberata,Insecta,Pareulype berberata,pareulype berberata,Pareulype berberata,FALSE,1,812854,FALSE,NA,1
Eupithecia intricata,Insecta,Eupithecia intricata,eupithecia intricata,Eupithecia intricata,FALSE,1,906204,FALSE,NA,1
Eupithecia tripunctaria,Insecta,Eupithecia tripunctaria,eupithecia tripunctaria,Eupithecia tripunctaria,FALSE,1,166209,FALSE,NA,1
Eupithecia succenturiata,Insecta,Eupithecia succenturiata,eupithecia succenturiata,Eupithecia succenturiata,FALSE,1,887916,FALSE,NA,1
Eupithecia centaureata,Insecta,Eupithecia centaureata,eupithecia centaureata,Eupithecia centaureata,FALSE,1,217036,FALSE,NA,1
Eupithecia innotata,Insecta,Eupithecia innotata,eupithecia innotata,Eupithecia innotata,FALSE,1,125612,FALSE,NA,1
Timandra amata,Insecta,Timandra comae,timandra amata,Timandra comae,FALSE,1,353936,TRUE,NA,1
Semiothisa alternaria,Insecta,Semiothisa alternaria,semiothisa alternaria,Semiothisa alternaria,FALSE,1,3071930,FALSE,sibling_higher,1
Cleora cinctaria,Insecta,Cleora cinctaria,cleora cinctaria,Cleora cinctaria,FALSE,1,788407,FALSE,NA,1
Spilosoma luteum,Insecta,Spilarctia luteum,spilosoma luteum,Spilarctia luteum,FALSE,1,50279,TRUE,NA,1
Lophopteryx camelina,Insecta,Ptilodon capucinus,lophopteryx camelina,Ptilodon capucinus,FALSE,1,960406,TRUE,NA,1
Pygaera curtula,Insecta,Clostera curtula,pygaera curtula,Clostera curtula,FALSE,1,262516,TRUE,NA,1
Celerio porcellus,Insecta,Hippotion celerio,hippotion celerio,Hippotion celerio,FALSE,1,3093857,FALSE,NA,1
Baccharis pilularis spp consanguinea,Angiospermopsida (Dicotyledoneae),Baccharis pilularis,baccharis pilularis,Baccharis pilularis,FALSE,1,3898915,FALSE,NA,1
Lagopus lagopus,Aves,Lagopus lagopus,lagopus lagopus,Lagopus lagopus,FALSE,1,444614,FALSE,NA,1
Tetrao urogallus,Aves,Tetrao urogallus,tetrao urogallus,Tetrao urogallus,FALSE,1,484331,FALSE,NA,1
Aegolius funereus,Aves,Aegolius funereus,aegolius funereus,Aegolius funereus,FALSE,1,735586,FALSE,NA,1
Muridae,Mammalia,Muridae,muridae,Muridae,FALSE,1,816256,FALSE,NA,1
Dacus cacuminatus,Insecta,Zeugodacus calumniatus,dacus cacuminatus,Zeugodacus calumniatus,TRUE,0.823529422,341517,FALSE,NA,1
Dacus,Insecta,Dacus,dacus,Dacus,FALSE,1,85817,FALSE,NA,1
Dipodomys,Mammalia,Dipodomys,dipodomys,Dipodomys,FALSE,1,342249,FALSE,NA,1
Onychomys,Mammalia,Onychomys,onychomys,Onychomys,FALSE,1,427271,FALSE,NA,1
Salmo trutta,Osteichthyes,Salmo trutta,salmo trutta,Salmo trutta,FALSE,1,688332,FALSE,NA,1
Panulirus interruptus,Crustacea,Panulirus interruptus,panulirus interruptus,Panulirus interruptus,FALSE,1,653851,FALSE,NA,1
Haliotis corrugata,Gastropoda,Haliotis corrugata,haliotis corrugata,Haliotis corrugata,FALSE,1,228115,FALSE,NA,1
Haliotis rufescens,Gastropoda,Haliotis rufescens,haliotis rufescens,Haliotis rufescens,FALSE,1,820667,FALSE,NA,1
Haliotis sorensenii,Gastropoda,Haliotis sorenseni,haliotis sorensenii,Haliotis sorenseni,TRUE,0.944444418,228130,FALSE,NA,3
Haliotis cracherodii,Gastropoda,Haliotis cracherodii,haliotis cracherodii,Haliotis cracherodii,FALSE,1,260344,FALSE,NA,1
Haliotis fulgens,Gastropoda,Haliotis fulgens,haliotis fulgens,Haliotis fulgens,FALSE,1,228123,FALSE,NA,1
Siliqua patula,Bivalvia,Siliqua patula,siliqua patula,Siliqua patula,FALSE,1,574705,FALSE,NA,1
Tivela stultorum.,Bivalvia,Tivela stultorum,tivela stultorum,Tivela stultorum,FALSE,1,341012,FALSE,sibling_higher,1
Mya arenaria,Bivalvia,Mya arenaria,mya arenaria,Mya arenaria,FALSE,1,7366,FALSE,NA,1
Clinocardium nuttallii,Bivalvia,Clinocardium nuttallii,clinocardium nuttallii,Clinocardium nuttallii,FALSE,1,661556,FALSE,NA,1
Gavia immer,Aves,Gavia immer,gavia immer,Gavia immer,FALSE,1,1057518,FALSE,NA,1
Falco rusticolus,Aves,Falco rusticolus,falco rusticolus,Falco rusticolus,FALSE,1,759238,FALSE,NA,1
Falco peregrinus,Aves,Falco peregrinus,falco peregrinus,Falco peregrinus,FALSE,1,786435,FALSE,NA,1
Aquila chrysaetos,Aves,Aquila chrysaetos,aquila chrysaetos,Aquila chrysaetos,FALSE,1,263127,FALSE,NA,1
Crotalus viridis lutosus,Reptilia,Crotalus oreganus lutosus,crotalus viridis lutosus,Crotalus oreganus lutosus,FALSE,1,875958,TRUE,infraspecific,1
Masticophis taeniatus taeniatus,Reptilia,Masticophis taeniatus,masticophis taeniatus,Masticophis taeniatus,FALSE,1,82691,FALSE,NA,1
Chortoicetes terminifera,Insecta,Chortoicetes terminifera,chortoicetes terminifera,Chortoicetes terminifera,FALSE,1,349943,FALSE,NA,1
Phoca groenlandica,Mammalia,Phoca groenlandica,phoca groenlandica,Phoca groenlandica,FALSE,1,664062,FALSE,sibling_higher,1
Dendragapus obscurus,Aves,Dendragapus obscurus,dendragapus obscurus,Dendragapus obscurus,FALSE,1,1003843,FALSE,NA,1
Thrips imaginis,Insecta,Thrips imaginis,thrips imaginis,Thrips imaginis,FALSE,1,604262,FALSE,NA,1
Loxodonta africana,Mammalia,Loxodonta africana,loxodonta africana,Loxodonta africana,FALSE,1,541936,FALSE,NA,1
Hippopotamus amphibius,Mammalia,Hippopotamus amphibius,hippopotamus amphibius,Hippopotamus amphibius,FALSE,1,510762,FALSE,NA,1
Equus burchelli,Mammalia,Equus burchellii,equus burchelli,Equus burchellii,TRUE,0.9375,1068214,FALSE,NA,1
Aepyceros melampus,Mammalia,Aepyceros melampus,aepyceros melampus,Aepyceros melampus,FALSE,1,768679,FALSE,NA,1
Diceros bicornis,Mammalia,Diceros bicornis,diceros bicornis,Diceros bicornis,FALSE,1,1034204,FALSE,NA,1
Giraffa camelopardalis,Mammalia,Giraffa camelopardalis,giraffa camelopardalis,Giraffa camelopardalis,FALSE,1,768674,FALSE,NA,1
Kobus ellipsiprymnus,Mammalia,Kobus ellipsiprymnus,kobus ellipsiprymnus,Kobus ellipsiprymnus,FALSE,1,122645,FALSE,NA,1
Tragelaphus scriptus,Mammalia,Tragelaphus scriptus,tragelaphus scriptus,Tragelaphus scriptus,FALSE,1,561121,FALSE,NA,1
Redunca redunca,Mammalia,Redunca redunca,redunca redunca,Redunca redunca,FALSE,1,1090935,FALSE,NA,1
Papio hamadryas,Mammalia,Papio hamadryas,papio hamadryas,Papio hamadryas,FALSE,1,115463,FALSE,NA,1
Phacochoerus aethiopicus,Mammalia,Phacochoerus aethiopicus,phacochoerus aethiopicus,Phacochoerus aethiopicus,FALSE,1,983664,FALSE,NA,1
Sorex araneus,Mammalia,Sorex araneus,sorex araneus,Sorex araneus,FALSE,1,633213,FALSE,NA,1
Cryptotis parva,Mammalia,Cryptotis parvus,cryptotis parva,Cryptotis parvus,FALSE,1,86246,TRUE,NA,1
Ondatra zibethicus,Mammalia,Ondatra zibethicus,ondatra zibethicus,Ondatra zibethicus,FALSE,1,816252,FALSE,NA,1
Rangifer tarandus,Mammalia,Rangifer tarandus,rangifer tarandus,Rangifer tarandus,FALSE,1,410153,FALSE,NA,1
Ceraticelus atriceps,Arachnida,Ceraticelus atriceps,ceraticelus atriceps,Ceraticelus atriceps,FALSE,1,3566637,FALSE,NA,1
Dictyna phylax,Arachnida,Emblyna phylax,emblyna phylax,Emblyna phylax,FALSE,1,3560451,FALSE,NA,1
Theridion montanum,Arachnida,Canalidion montanum,theridion montanum,Canalidion montanum,FALSE,1,3564339,TRUE,NA,1
Grammonata angusta,Arachnida,Grammonota angusta,grammonata angusta,Grammonota angusta,TRUE,0.944444418,849151,FALSE,NA,1
Pityohyphantes costatus,Arachnida,Pityohyphantes costatus,pityohyphantes costatus,Pityohyphantes costatus,FALSE,1,355651,FALSE,NA,1
Philodromus placidus,Arachnida,Philodromus placidus,philodromus placidus,Philodromus placidus,FALSE,1,3552768,FALSE,NA,1
Choristoneura fumiferana,Insecta,Choristoneura fumiferana,choristoneura fumiferana,Choristoneura fumiferana,FALSE,1,661386,FALSE,NA,1
Megaptera novaeangliae,Mammalia,Megaptera novaeangliae,megaptera novaeangliae,Megaptera novaeangliae,FALSE,1,226198,FALSE,NA,1
Arctocephalus pusillus,Mammalia,Arctocephalus pusillus,arctocephalus pusillus,Arctocephalus pusillus,FALSE,1,336156,FALSE,NA,1
Euphydryas chalcedona,Insecta,Euphydryas chalcedona,euphydryas chalcedona,Euphydryas chalcedona,FALSE,1,927485,FALSE,NA,1
Orthoptera,Insecta,Orthoptera,orthoptera,Orthoptera,FALSE,1,1095594,FALSE,NA,1
Lagopus lagopus alleni,Aves,Lagopus lagopus,lagopus lagopus,Lagopus lagopus,FALSE,1,444614,FALSE,NA,1
Lygaeus equestris,Insecta,Lygaeus equestris,lygaeus equestris,Lygaeus equestris,FALSE,1,642600,FALSE,NA,1
Evechinus chloroticus,Echinoidea,Evechinus chloroticus,evechinus chloroticus,Evechinus chloroticus,FALSE,1,924047,FALSE,NA,1
Acyrthosiphon pisum,Insecta,Acyrthosiphon pisum,acyrthosiphon pisum,Acyrthosiphon pisum,FALSE,1,814484,FALSE,sibling_higher,1
Aphis fabae,Insecta,Aphis fabae,aphis fabae,Aphis fabae,FALSE,1,54045,FALSE,sibling_higher,1
Unknown Insect sp331,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Aulacorthum solani,Insecta,Aulacorthum solani,aulacorthum solani,Aulacorthum solani,FALSE,1,935701,FALSE,sibling_higher,1
Brachycaudas helichrysi,Insecta,Brachycaudus helichrysi,brachycaudas helichrysi,Brachycaudus helichrysi,TRUE,0.956521749,674951,FALSE,NA,1
Brevicoryne brassicae,Insecta,Brevicoryne brassicae,brevicoryne brassicae,Brevicoryne brassicae,FALSE,1,979625,FALSE,NA,1
Cavariella aegopodii,Insecta,Cavariella aegopodii,cavariella aegopodii,Cavariella aegopodii,FALSE,1,304440,FALSE,NA,1
Cinara,Insecta,Cinara,cinara,Cinara (genus in Opisthokonta),FALSE,1,753380,FALSE,NA,1
Elatobium abietinum,Insecta,Elatobium abietinum,elatobium abietinum,Elatobium abietinum,FALSE,1,145929,FALSE,NA,1
Eriosoma ulmi,Insecta,Eriosoma ulmi,eriosoma ulmi,Eriosoma ulmi,FALSE,1,298033,FALSE,NA,1
Hyalopterus pruni,Insecta,Hyalopterus pruni,hyalopterus pruni,Hyalopterus pruni,FALSE,1,743364,FALSE,NA,2
Macrosiphum euphorbiae,Insecta,Macrosiphum euphorbiae,macrosiphum euphorbiae,Macrosiphum euphorbiae,FALSE,1,362108,FALSE,NA,1
Megoura viciae,Insecta,Megoura viciae,megoura viciae,Megoura viciae,FALSE,1,106261,FALSE,NA,1
Metapolophium dirhodum,Insecta,Metopolophium dirhodum,metapolophium dirhodum,Metopolophium dirhodum,TRUE,0.954545438,427455,FALSE,NA,1
Metapolophium festucae,Insecta,Metopolophium festucae,metapolophium festucae,Metopolophium festucae,TRUE,0.954545438,3447824,FALSE,NA,1
Myzus ascalonicus,Insecta,Myzus ascalonicus,myzus ascalonicus,Myzus ascalonicus,FALSE,1,98149,FALSE,NA,1
Myzus ornatus,Insecta,Myzus ornatus,myzus ornatus,Myzus ornatus,FALSE,1,72108,FALSE,NA,1
Myzus persicae,Insecta,Myzus persicae,myzus persicae,Myzus persicae,FALSE,1,785522,FALSE,NA,2
Nasonovia ribis nigri,Insecta,Nasonovia ribisnigri,nasonovia ribisnigri,Nasonovia ribisnigri,FALSE,1,413781,FALSE,NA,1
Prociphilines (genus Prociphilus),Insecta,Prociphilus,prociphilus,Prociphilus,FALSE,1,990091,FALSE,NA,1
Rhopalosiphum insertum,Insecta,Rhopalosiphum insertum,rhopalosiphum insertum,Rhopalosiphum insertum,FALSE,1,229382,FALSE,NA,2
Rhopalosiphum maidis,Insecta,Rhopalosiphum maidis,rhopalosiphum maidis,Rhopalosiphum maidis,FALSE,1,897641,FALSE,NA,1
Rhospalosiphum padi,Insecta,Rhopalosiphum padi,rhospalosiphum padi,Rhopalosiphum padi,TRUE,0.944444418,954228,FALSE,NA,5
Sitobion avenae,Insecta,Sitobion avenae,sitobion avenae,Sitobion avenae,FALSE,1,1004324,FALSE,NA,1
Sitobion fragariae,Insecta,Sitobion fragariae,sitobion fragariae,Sitobion fragariae,FALSE,1,1004322,FALSE,NA,1
Pentatrichopus fragaefolii,Insecta,Chaetosiphon fragaefolii,pentatrichopus fragaefolii,Chaetosiphon fragaefolii,FALSE,1,247901,TRUE,NA,1
Phorodon humuli,Insecta,Phorodon humuli,phorodon humuli,Phorodon humuli,FALSE,1,1076984,FALSE,NA,1
Aphis frangulae,Insecta,Aphis frangulae,aphis frangulae,Aphis frangulae,FALSE,1,263605,FALSE,sibling_higher,1
Aphis idaeii,Insecta,Aphis idaei,aphis idaeii,Aphis idaei,TRUE,0.909090936,44127,FALSE,sibling_higher,1
Aphis nasturtii,Insecta,Aphis nasturtii,aphis nasturtii,Aphis nasturtii,FALSE,1,428824,FALSE,sibling_higher,1
Dysaphis plantaginea,Insecta,Dysaphis plantaginea,dysaphis plantaginea,Dysaphis plantaginea,FALSE,1,733406,FALSE,NA,1
Unknown Insect sp119,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp310,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp118,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Peregrinus maidis,Insecta,Peregrinus maidis,peregrinus maidis,Peregrinus maidis,FALSE,1,291011,FALSE,NA,1
Unknown Insect sp309,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Stenocranus hinei,Insecta,Pygospina aurantii,stenocranus hinei,Pygospina aurantii,FALSE,1,3463817,TRUE,NA,1
Delphacodes dissipata,Insecta,Syndelphax dissipatus,delphacodes dissipata,Syndelphax dissipatus,FALSE,1,3462697,TRUE,sibling_higher,1
Unknown Insect sp289,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp288,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp287,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp116,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp115,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp113,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp110,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp111,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp308,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp109,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp112,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp106,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp107,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Caenodelphax teapae,Insecta,Caenodelphax teapae,caenodelphax teapae,Caenodelphax teapae,FALSE,1,957918,FALSE,NA,1
Unknown Insect sp311,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Euidella altamazonica,Insecta,Euides altamazonica,euidella altamazonica,Euides altamazonica,FALSE,1,5022950,TRUE,sibling_higher,1
Megamelus megastylus,Insecta,Megamelus magnestylus,megamelus megastylus,Megamelus magnestylus,TRUE,0.857142866,7874779,FALSE,NA,1
Unknown Insect sp325 & 326,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp314,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp316,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp315,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Amastris angulata,Insecta,Amastris angulata,amastris angulata,Amastris angulata,FALSE,1,3454739,FALSE,NA,1
Amastris peruviana,Insecta,Amastris peruviana,amastris peruviana,Amastris peruviana,FALSE,1,3454701,FALSE,NA,1
Amastris obtegens,Insecta,Amastris obtegens,amastris obtegens,Amastris obtegens,FALSE,1,3455545,FALSE,NA,1
Amastris triviale,Insecta,Amastris triviale,amastris triviale,Amastris triviale,FALSE,1,3454871,FALSE,NA,1
Amastris concolor,Insecta,Amastris concolor,amastris concolor,Amastris concolor,FALSE,1,3454546,FALSE,NA,1
Amastris vismiae,Insecta,Amastris vismiae,amastris vismiae,Amastris vismiae,FALSE,1,3454545,FALSE,NA,1
Llalemandia nodosa,Insecta,Lallemandia nodosa,llalemandia nodosa,Lallemandia nodosa,TRUE,0.888888896,4201662,FALSE,NA,1
Stictopelta acutula,Insecta,Stictopelta acutula,stictopelta acutula,Stictopelta acutula,FALSE,1,3456253,FALSE,NA,1
Vanduzeca segmentata,Insecta,Vanduzeea segmentata,vanduzeca segmentata,Vanduzeea segmentata,TRUE,0.949999988,3455160,FALSE,NA,2
Tragopa bugabensis + Anobilia nigra To..,Insecta,Anobilia nigra,anobilia nigra,Anobilia nigra,FALSE,1,4201538,FALSE,NA,1
Tragopa bucktoni,Insecta,Tragopa bucktoni,iassinae,Iassinae,FALSE,1,880057,FALSE,sibling_higher,1
Harmonides reticulata 1,Insecta,Harmonides reticulata,harmonides reticulata,Harmonides reticulata,FALSE,1,4201143,FALSE,NA,1
Unknown Insect sp293,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Horiola picta,Insecta,Horiola picta,horiola picta,Horiola picta,FALSE,1,176907,FALSE,NA,1
Harmonides dispar,Insecta,Harmonides dispar,harmonides dispar,Harmonides dispar,FALSE,1,4201144,FALSE,NA,1
Harmonides reticulata 2,Insecta,Harmonides reticulata,harmonides reticulata,Harmonides reticulata,FALSE,1,4201143,FALSE,NA,1
Unknown Insect sp294,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Lycoderes serraticornis,Insecta,Lycoderes serraticornis,lycoderes serraticornis,Lycoderes serraticornis,FALSE,1,4201369,FALSE,NA,1
Thracymedes walkeri,Insecta,Thrasymedes walkeri,thracymedes walkeri,Thrasymedes walkeri,TRUE,0.947368443,3454640,FALSE,NA,1
Tolania opponens,Insecta,Tolania opponens,tolania opponens,Tolania opponens,FALSE,1,3455683,FALSE,NA,1
Bolbonota cuneata,Insecta,Bolbonota cuneata,bolbonota cuneata,Bolbonota cuneata,FALSE,1,3453860,FALSE,NA,1
Micrutalis godfreyi,Insecta,Micrutalis godfreyi,micrutalis godfreyi,Micrutalis godfreyi,FALSE,1,3454045,FALSE,NA,1
Micrutalis binaria,Insecta,Micrutalis binaria,micrutalis binaria,Micrutalis binaria,FALSE,1,3454051,FALSE,NA,1
Procyrta pectoralis,Insecta,Procyrta pectoralis,procyrta pectoralis,Procyrta pectoralis,FALSE,1,761048,FALSE,NA,1
Actualis nigrinervis,Insecta,Acutalis nigrinervis,actualis nigrinervis,Acutalis nigrinervis,TRUE,0.899999976,3454084,FALSE,NA,2
Unknown Insect sp298,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp317,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Guayaquilia compressa,Insecta,Guayaquila compressa,guayaquila,Guayaquila,FALSE,1,97235,FALSE,NA,1
Unknown Insect sp297,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Gerridius scutellatus,Insecta,Gerridius fowleri,gerridius scutellatus,Gerridius fowleri,FALSE,1,574532,TRUE,NA,1
Tynelia brunnea,Insecta,Monilia brunnea,tynelia brunnea,Monilia brunnea,TRUE,0.800000012,3714470,FALSE,NA,2
Amastris froeschneri (1),Insecta,Amastris froeschneri,amastris froeschneri,Amastris froeschneri,FALSE,1,3456187,FALSE,NA,1
Unknown Insect sp268,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp266,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp265,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp267,Insecta,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Epilampra conferta,Insecta,Epilampra conferta,epilampra conferta,Epilampra conferta,FALSE,1,3481832,FALSE,NA,1
Chromatonotus heterus,Insecta,Chromatonotus heterus,chromatonotus heterus,Chromatonotus heterus,FALSE,1,4178626,FALSE,NA,1
Chromatonotus quarequae,Insecta,Chromatonotus quarequae,chromatonotus quarequae,Chromatonotus quarequae,FALSE,1,4178621,FALSE,NA,1
"Chromatonotus spp. ""h"" + ?",Insecta,Chromatonotus,chromatonotus,Chromatonotus,FALSE,1,4178615,FALSE,NA,1
Chorisoneura gatunae,Insecta,Chorisoneura gatunae,chorisoneura gatunae,Chorisoneura gatunae,FALSE,1,4179031,FALSE,NA,1
Chorisoneura bradleyi,Insecta,Chorisoneura bradleyi,chorisoneura bradleyi,Chorisoneura bradleyi,FALSE,1,4178973,FALSE,NA,1
Chorisoneura cabimae,Insecta,Chorisoneura cabimae,chorisoneura cabimae,Chorisoneura cabimae,FALSE,1,4179010,FALSE,NA,1
Achroblatta luteola,Insecta,Achroblatta luteola,achroblatta luteola,Achroblatta luteola,FALSE,1,3482411,FALSE,NA,1
Blaberus giganteus,Insecta,Blaberus giganteus,blaberus giganteus,Blaberus giganteus,FALSE,1,889607,FALSE,NA,1
Archimandrita tessellata,Insecta,Archimandrita tessellata,archimandrita tessellata,Archimandrita tessellata,FALSE,1,889600,FALSE,NA,1
Rhytidometopium megalopterum,Insecta,Rhytidometopum megalopterum,rhytidometopium megalopterum,Rhytidometopum megalopterum,TRUE,0.962962985,4178584,FALSE,NA,2
Latindia dohrniana,Insecta,Latindia dohrniana,latindia dohrniana,Latindia dohrniana,FALSE,1,827389,FALSE,NA,1
Drabeha dichroa,Insecta,Drabeha dichroa,drabeha dichroa,Drabeha dichroa,FALSE,1,4179685,FALSE,NA,1
